"Time","Usage in MHz for 0","Usage in MHz for sp25-cs525-0706.cs.illinois.edu","Usage in MHz for 1"
"2025-05-01T20:32:00.000Z",681,1288,599
"2025-05-01T20:32:20.000Z",971,2156,1179
"2025-05-01T20:32:40.000Z",262,652,383
"2025-05-01T20:33:00.000Z",330,791,453
"2025-05-01T20:33:20.000Z",273,867,589
"2025-05-01T20:33:40.000Z",373,891,515
"2025-05-01T20:34:00.000Z",454,1100,639
"2025-05-01T20:34:20.000Z",490,1071,576
"2025-05-01T20:34:40.000Z",791,1041,245
"2025-05-01T20:35:00.000Z",551,1079,521
"2025-05-01T20:35:20.000Z",630,1070,435
"2025-05-01T20:35:40.000Z",616,1046,422
"2025-05-01T20:36:00.000Z",638,1150,505
"2025-05-01T20:36:20.000Z",734,1117,377
"2025-05-01T20:36:40.000Z",534,796,255
"2025-05-01T20:37:00.000Z",384,732,340
"2025-05-01T20:37:20.000Z",330,741,406
"2025-05-01T20:37:40.000Z",360,926,560
"2025-05-01T20:38:00.000Z",420,985,557
"2025-05-01T20:38:20.000Z",542,1013,466
"2025-05-01T20:38:40.000Z",626,1064,433
"2025-05-01T20:39:00.000Z",290,1106,810
"2025-05-01T20:39:20.000Z",487,1013,520
"2025-05-01T20:39:40.000Z",517,1139,612
"2025-05-01T20:40:00.000Z",753,1061,302
"2025-05-01T20:40:20.000Z",522,1065,540
"2025-05-01T20:40:40.000Z",478,1053,568
"2025-05-01T20:41:00.000Z",240,698,450
"2025-05-01T20:41:20.000Z",327,818,487
"2025-05-01T20:41:40.000Z",399,897,492
"2025-05-01T20:42:00.000Z",598,1017,412
"2025-05-01T20:42:20.000Z",342,1054,705
"2025-05-01T20:42:40.000Z",546,1038,486
"2025-05-01T20:43:00.000Z",572,1026,448
"2025-05-01T20:43:20.000Z",476,1070,586
"2025-05-01T20:43:40.000Z",509,1023,507
"2025-05-01T20:44:00.000Z",467,1110,635
"2025-05-01T20:44:20.000Z",506,1094,582
"2025-05-01T20:44:40.000Z",424,1111,681
"2025-05-01T20:45:00.000Z",211,321,102
"2025-05-01T20:45:20.000Z",25,44,13
"2025-05-01T20:45:40.000Z",13,39,20
"2025-05-01T20:46:00.000Z",17,40,15
"2025-05-01T20:46:20.000Z",19,35,11
"2025-05-01T20:46:40.000Z",20,36,11
"2025-05-01T20:47:00.000Z",20,38,11
"2025-05-01T20:47:20.000Z",22,39,13
"2025-05-01T20:47:40.000Z",21,41,12
"2025-05-01T20:48:00.000Z",431,842,404
"2025-05-01T20:48:20.000Z",489,1318,823
"2025-05-01T20:48:40.000Z",14,41,24
"2025-05-01T20:49:00.000Z",24,67,37
"2025-05-01T20:49:20.000Z",27,52,19
"2025-05-01T20:49:40.000Z",18,51,27
"2025-05-01T20:50:00.000Z",20,155,132
"2025-05-01T20:50:20.000Z",25,54,21
"2025-05-01T20:50:40.000Z",19,48,23
"2025-05-01T20:51:00.000Z",10,33,21
"2025-05-01T20:51:20.000Z",17,52,27
"2025-05-01T20:51:40.000Z",19,51,27
"2025-05-01T20:52:00.000Z",14,41,20
"2025-05-01T20:52:20.000Z",24,48,18
"2025-05-01T20:52:40.000Z",26,51,19
"2025-05-01T20:53:00.000Z",21,36,10
"2025-05-01T20:53:20.000Z",27,48,17
"2025-05-01T20:53:40.000Z",20,51,24
"2025-05-01T20:54:00.000Z",10,36,21
"2025-05-01T20:54:20.000Z",17,51,28
"2025-05-01T20:54:40.000Z",16,49,26
"2025-05-01T20:55:00.000Z",14,42,24
"2025-05-01T20:55:20.000Z",20,55,29
"2025-05-01T20:55:40.000Z",18,54,29
"2025-05-01T20:56:00.000Z",11,41,25
"2025-05-01T20:56:20.000Z",19,58,31
"2025-05-01T20:56:40.000Z",22,60,35
"2025-05-01T20:57:00.000Z",13,38,19
"2025-05-01T20:57:20.000Z",26,51,18
"2025-05-01T20:57:40.000Z",24,52,21
"2025-05-01T20:58:00.000Z",18,37,15
"2025-05-01T20:58:20.000Z",23,53,23
"2025-05-01T20:58:40.000Z",16,50,27
"2025-05-01T20:59:00.000Z",21,40,13
"2025-05-01T20:59:20.000Z",24,54,23
"2025-05-01T20:59:40.000Z",23,50,22
"2025-05-01T21:00:00.000Z",13,48,26
"2025-05-01T21:00:20.000Z",21,54,23
"2025-05-01T21:00:40.000Z",22,48,23
"2025-05-01T21:01:00.000Z",16,53,30
"2025-05-01T21:01:20.000Z",19,56,31
"2025-05-01T21:01:40.000Z",27,57,24
"2025-05-01T21:02:00.000Z",12,43,24
"2025-05-01T21:02:20.000Z",15,52,30
"2025-05-01T21:02:40.000Z",22,48,22
"2025-05-01T21:03:00.000Z",19,45,18
"2025-05-01T21:03:20.000Z",26,50,19
"2025-05-01T21:03:40.000Z",24,48,19
"2025-05-01T21:04:00.000Z",20,42,15
"2025-05-01T21:04:20.000Z",25,52,21
"2025-05-01T21:04:40.000Z",24,50,18
"2025-05-01T21:05:00.000Z",21,42,14
"2025-05-01T21:05:20.000Z",19,50,25
"2025-05-01T21:05:40.000Z",29,60,26
"2025-05-01T21:06:00.000Z",1022,2045,1013
"2025-05-01T21:06:20.000Z",26,51,19
"2025-05-01T21:06:40.000Z",26,46,18
"2025-05-01T21:07:00.000Z",19,37,12
"2025-05-01T21:07:20.000Z",21,52,23
"2025-05-01T21:07:40.000Z",20,54,28
"2025-05-01T21:08:00.000Z",141,179,29
"2025-05-01T21:08:20.000Z",31,57,21
"2025-05-01T21:08:40.000Z",28,55,21
"2025-05-01T21:09:00.000Z",21,44,15
"2025-05-01T21:09:20.000Z",25,47,19
"2025-05-01T21:09:40.000Z",25,50,20
"2025-05-01T21:10:00.000Z",13,44,24
"2025-05-01T21:10:20.000Z",17,51,28
"2025-05-01T21:10:40.000Z",24,53,21
"2025-05-01T21:11:00.000Z",23,43,14
"2025-05-01T21:11:20.000Z",33,58,19
"2025-05-01T21:11:40.000Z",29,76,41
"2025-05-01T21:12:00.000Z",16,45,24
"2025-05-01T21:12:20.000Z",18,51,29
"2025-05-01T21:12:40.000Z",19,50,26
"2025-05-01T21:13:00.000Z",14,46,25
"2025-05-01T21:13:20.000Z",25,58,28
"2025-05-01T21:13:40.000Z",19,50,27
"2025-05-01T21:14:00.000Z",12,41,24
